,trial,trialOnset,picId,picNum,frame,rating,trialImageOnst,trialRateOnst,trialRatEnd,trialEnd
0,1.0,68.223354019,1.0,5.0,1.0,-1.0,0.6158959349995712,-1.0,-1.0,7.527737835999687
1,2.0,75.75236040600066,6.0,0.0,2.0,3.0,0.5214396759993178,5.616108150999935,7.199256767999941,11.517475804999776
2,3.0,87.27128003400048,6.0,4.0,1.0,-1.0,0.6038860120006575,-1.0,-1.0,7.533084931999838
3,4.0,94.80549439200058,6.0,0.0,1.0,2.0,0.5043005850002373,5.61492786800045,7.214011097000366,11.533328757000163
4,5.0,106.34011315200041,1.0,4.0,1.0,-1.0,0.504246164999131,-1.0,-1.0,7.533331309999994
5,6.0,113.87459060000037,5.0,5.0,1.0,-1.0,0.603729272000237,-1.0,-1.0,7.532691706999685
6,7.0,121.40847837900037,1.0,3.0,1.0,-1.0,0.5205162470001596,-1.0,-1.0,7.533215446999748
7,8.0,128.94303422800022,2.0,7.0,1.0,-1.0,0.5034294659999432,-1.0,-1.0,7.532603718000246
8,9.0,136.47680739800035,1.0,3.0,2.0,-1.0,0.5212524959997609,-1.0,-1.0,7.533445559000029
9,10.0,144.01139994799996,1.0,7.0,2.0,-1.0,0.6036751800002094,-1.0,-1.0,7.533096768000178
10,11.0,151.54566169600002,2.0,2.0,1.0,-1.0,0.6040551409996624,-1.0,-1.0,7.533093433999966
11,12.0,159.0799763770001,5.0,1.0,2.0,3.0,0.503755906999686,5.6153897340000185,7.215237632000026,11.53324765599973
12,13.0,213.65275097800077,5.0,1.0,1.0,1.0,0.5048100369995154,5.615328842999588,8.38264460299979,11.533255020999604
13,14.0,236.1896529000005,5.0,0.0,2.0,3.0,0.5038663919995088,5.614656282999931,7.3638161259996195,11.533299554999758
14,15.0,296.79675838,6.0,3.0,1.0,-1.0,0.6038812850001705,-1.0,-1.0,7.532982519999678
15,16.0,304.33090286400056,2.0,1.0,2.0,4.0,0.5045305510002436,5.614233790000071,6.731229287999668,11.53346066299946
16,17.0,315.86866130900034,6.0,7.0,2.0,-1.0,0.6011946149992582,-1.0,-1.0,7.530280773999948
17,18.0,323.4001598780005,6.0,5.0,2.0,-1.0,0.6041416420002861,-1.0,-1.0,7.533202344000529
18,19.0,330.9345879570001,5.0,7.0,1.0,-1.0,0.6040506109993657,-1.0,-1.0,7.532498671999747
19,20.0,348.48910350000006,2.0,2.0,2.0,-1.0,0.5011704290000125,-1.0,-1.0,7.5305193329995745
20,21.0,396.0586502320002,2.0,7.0,2.0,-1.0,0.5043471400003909,-1.0,-1.0,7.533228080999834
21,22.0,403.59313652900073,5.0,3.0,1.0,-1.0,0.6039988470001845,-1.0,-1.0,7.533309399000245
22,23.0,411.1277689180006,6.0,6.0,2.0,-1.0,0.603633104000437,-1.0,-1.0,7.532459136000398
23,24.0,418.66137656699993,5.0,3.0,2.0,-1.0,0.6043066160000308,-1.0,-1.0,7.533535418000611
24,25.0,484.2363457750007,2.0,3.0,2.0,-1.0,0.60395862400037,-1.0,-1.0,7.53294110600018
25,26.0,506.8053896040001,2.0,6.0,1.0,-1.0,0.6047089849998883,-1.0,-1.0,7.533595736999814
26,27.0,514.340320757,6.0,7.0,1.0,-1.0,0.6034837060005884,-1.0,-1.0,7.531778720000148
27,28.0,552.9112268540002,6.0,4.0,2.0,-1.0,0.6041894990003129,-1.0,-1.0,7.532806466000693
28,29.0,560.4452562860006,2.0,4.0,1.0,-1.0,0.6039642999994612,-1.0,-1.0,7.533117793999736
29,30.0,567.9795923750007,1.0,0.0,1.0,4.0,0.504301404999751,5.614549297999474,6.698778255999969,11.533959016000153
30,31.0,579.5149024170005,2.0,4.0,2.0,-1.0,0.6040683520004677,-1.0,-1.0,7.532748999000432
31,32.0,587.048905779,5.0,5.0,2.0,-1.0,0.6036043559997779,-1.0,-1.0,7.532991273999869
